stage_name,stage_date,stage_length,stage_GC_rank,stage_GC_rider,stage_GC_time,stage_GC_team
Stage 1 (ITT) | Fossacesia Marina - Ortona,06/05,(19.6k),1,EVENEPOEL Remco ,0:21:18,Soudal - Quick Step
Stage 2 | Teramo - San Salvo,07/05,(202k),43,DE PLUS Laurens,2:01,INEOS Grenadiers
Stage 2 | Teramo - San Salvo,07/05,(202k),44,PINOT Thibaut,2:02,Groupama - FDJ
Stage 2 | Teramo - San Salvo,07/05,(202k),45,ARENSMAN Thymen,",,",INEOS Grenadiers
Stage 2 | Teramo - San Salvo,07/05,(202k),46,HEALY Ben,2:04,EF Education-EasyPost
Stage 2 | Teramo - San Salvo,07/05,(202k),47,SKUJIŅŠ Toms,2:07,Trek - Segafredo
Stage 2 | Teramo - San Salvo,07/05,(202k),48,MAESTRI Mirco,2:08,EOLO-Kometa
Stage 2 | Teramo - San Salvo,07/05,(202k),49,PARET-PEINTRE Aurélien,2:10,AG2R Citroën Team
Stage 2 | Teramo - San Salvo,07/05,(202k),50,SÜTTERLIN Jasha,",,",Bahrain - Victorious
Stage 2 | Teramo - San Salvo,07/05,(202k),51,FRIGO Marco,2:12,Israel - Premier Tech
Stage 2 | Teramo - San Salvo,07/05,(202k),52,ALBANESE Vincenzo,2:14,EOLO-Kometa
Stage 2 | Teramo - San Salvo,07/05,(202k),53,CARTHY Hugh,2:15,EF Education-EasyPost
Stage 2 | Teramo - San Salvo,07/05,(202k),54,MAYRHOFER Marius,2:16,Team DSM
Stage 2 | Teramo - San Salvo,07/05,(202k),55,STEWART Campbell,2:20,Team Jayco AlUla
Stage 2 | Teramo - San Salvo,07/05,(202k),56,MOSCON Gianni,2:21,Astana Qazaqstan Team
Stage 2 | Teramo - San Salvo,07/05,(202k),57,BUITRAGO Santiago,",,",Bahrain - Victorious
Stage 2 | Teramo - San Salvo,07/05,(202k),58,ZANA Filippo,2:22,Team Jayco AlUla
Stage 2 | Teramo - San Salvo,07/05,(202k),59,GUERNALEC Thibault,",,",Team Arkéa Samsic
Stage 2 | Teramo - San Salvo,07/05,(202k),60,FORMOLO Davide,2:26,UAE Team Emirates
Stage 2 | Teramo - San Salvo,07/05,(202k),61,VANHOUCKE Harm,2:27,Team DSM
Stage 2 | Teramo - San Salvo,07/05,(202k),62,KUSS Sepp,2:28,Jumbo-Visma
Stage 2 | Teramo - San Salvo,07/05,(202k),63,POZZOVIVO Domenico,2:30,Israel - Premier Tech
Stage 2 | Teramo - San Salvo,07/05,(202k),64,WARBASSE Larry,",,",AG2R Citroën Team
Stage 2 | Teramo - San Salvo,07/05,(202k),65,SÁNCHEZ Luis León,2:31,Astana Qazaqstan Team
Stage 2 | Teramo - San Salvo,07/05,(202k),66,STORK Florian,2:32,Team DSM
Stage 2 | Teramo - San Salvo,07/05,(202k),67,RUSSO Clément,",,",Team Arkéa Samsic
Stage 2 | Teramo - San Salvo,07/05,(202k),68,ALEOTTI Giovanni,",,",BORA - hansgrohe
Stage 2 | Teramo - San Salvo,07/05,(202k),69,CEPEDA Jefferson Alexander,2:33,EF Education-EasyPost
Stage 2 | Teramo - San Salvo,07/05,(202k),70,RIOU Alan,2:35,Team Arkéa Samsic
Stage 2 | Teramo - San Salvo,07/05,(202k),71,LASTRA Jonathan,",,",Cofidis
Stage 2 | Teramo - San Salvo,07/05,(202k),72,VERRE Alessandro,2:36,Team Arkéa Samsic
Stage 2 | Teramo - San Salvo,07/05,(202k),73,CAICEDO Jonathan Klever,2:40,EF Education-EasyPost
Stage 2 | Teramo - San Salvo,07/05,(202k),74,FETTER Erik,2:41,EOLO-Kometa
Stage 2 | Teramo - San Salvo,07/05,(202k),75,TORRES Albert,2:42,Movistar Team
Stage 2 | Teramo - San Salvo,07/05,(202k),76,CONCI Nicola,2:44,Alpecin-Deceuninck
Stage 2 | Teramo - San Salvo,07/05,(202k),77,BOUWMAN Koen,2:45,Jumbo-Visma
Stage 2 | Teramo - San Salvo,07/05,(202k),78,GEE Derek,",,",Israel - Premier Tech
Stage 2 | Teramo - San Salvo,07/05,(202k),79,VENDRAME Andrea,2:46,AG2R Citroën Team
Stage 2 | Teramo - San Salvo,07/05,(202k),80,VELASCO Simone,",,",Astana Qazaqstan Team
Stage 2 | Teramo - San Salvo,07/05,(202k),81,PASQUALON Andrea,2:47,Bahrain - Victorious
Stage 2 | Teramo - San Salvo,07/05,(202k),82,PRODHOMME Nicolas,2:49,AG2R Citroën Team
Stage 2 | Teramo - San Salvo,07/05,(202k),83,VERVAEKE Louis,",,",Soudal - Quick Step
Stage 2 | Teramo - San Salvo,07/05,(202k),84,CONSONNI Simone,",,",Cofidis
Stage 2 | Teramo - San Salvo,07/05,(202k),85,KIRSCH Alex,2:50,Trek - Segafredo
Stage 2 | Teramo - San Salvo,07/05,(202k),86,MARIT Arne,",,",Intermarché - Circus - Wanty
Stage 2 | Teramo - San Salvo,07/05,(202k),87,CONTI Valerio,",,",Team Corratec - Selle Italia
Stage 2 | Teramo - San Salvo,07/05,(202k),88,BATTISTELLA Samuele,2:53,Astana Qazaqstan Team
Stage 2 | Teramo - San Salvo,07/05,(202k),89,COVI Alessandro,",,",UAE Team Emirates
Stage 2 | Teramo - San Salvo,07/05,(202k),90,STEWART Jake,2:54,Groupama - FDJ
Stage 2 | Teramo - San Salvo,07/05,(202k),91,SBARAGLI Kristian,2:56,Alpecin-Deceuninck
Stage 2 | Teramo - San Salvo,07/05,(202k),92,SCARONI Christian,2:59,Astana Qazaqstan Team
Stage 2 | Teramo - San Salvo,07/05,(202k),93,ACKERMANN Pascal,",,",UAE Team Emirates
Stage 2 | Teramo - San Salvo,07/05,(202k),94,VERONA Carlos,",,",Movistar Team
Stage 2 | Teramo - San Salvo,07/05,(202k),95,PUCCIO Salvatore,3:00,INEOS Grenadiers
Stage 2 | Teramo - San Salvo,07/05,(202k),96,PALZER Anton,3:03,BORA - hansgrohe
Stage 2 | Teramo - San Salvo,07/05,(202k),97,RUBIO Einer Augusto,3:04,Movistar Team
Stage 2 | Teramo - San Salvo,07/05,(202k),98,BAIS Davide,3:07,EOLO-Kometa
Stage 2 | Teramo - San Salvo,07/05,(202k),99,ARASHIRO Yukiya,",,",Bahrain - Victorious
Stage 2 | Teramo - San Salvo,07/05,(202k),100,BARGUIL Warren,3:08,Team Arkéa Samsic
Stage 2 | Teramo - San Salvo,07/05,(202k),101,GABBURO Davide,3:10,Green Project-Bardiani CSF-Faizanè
Stage 2 | Teramo - San Salvo,07/05,(202k),102,DELETTRE Alexandre,",,",Cofidis
Stage 2 | Teramo - San Salvo,07/05,(202k),103,RODRÍGUEZ Óscar,",,",Movistar Team
Stage 2 | Teramo - San Salvo,07/05,(202k),104,SWIFT Ben,3:11,INEOS Grenadiers
Stage 2 | Teramo - San Salvo,07/05,(202k),105,GROVES Kaden,",,",Alpecin-Deceuninck
Stage 2 | Teramo - San Salvo,07/05,(202k),106,REX Laurenz,3:12,Intermarché - Circus - Wanty
Stage 2 | Teramo - San Salvo,07/05,(202k),107,SINKELDAM Ramon,3:16,Alpecin-Deceuninck
Stage 2 | Teramo - San Salvo,07/05,(202k),108,RICCITELLO Matthew,",,",Israel - Premier Tech
Stage 2 | Teramo - San Salvo,07/05,(202k),109,KONOVALOVAS Ignatas,3:18,Groupama - FDJ
Stage 2 | Teramo - San Salvo,07/05,(202k),110,MARCELLUSI Martin,3:19,Green Project-Bardiani CSF-Faizanè
Stage 2 | Teramo - San Salvo,07/05,(202k),111,FIORELLI Filippo,",,",Green Project-Bardiani CSF-Faizanè
Stage 2 | Teramo - San Salvo,07/05,(202k),112,CAVENDISH Mark,3:22,Astana Qazaqstan Team
Stage 2 | Teramo - San Salvo,07/05,(202k),113,ZOCCARATO Samuele,",,",Green Project-Bardiani CSF-Faizanè
Stage 2 | Teramo - San Salvo,07/05,(202k),114,PETILLI Simone,",,",Intermarché - Circus - Wanty
Stage 2 | Teramo - San Salvo,07/05,(202k),115,PRONSKIY Vadim,3:23,Astana Qazaqstan Team
Stage 2 | Teramo - San Salvo,07/05,(202k),116,LIENHARD Fabian,",,",Groupama - FDJ
Stage 2 | Teramo - San Salvo,07/05,(202k),117,BAUDIN Alex,",,",AG2R Citroën Team
Stage 2 | Teramo - San Salvo,07/05,(202k),118,BAIS Mattia,",,",EOLO-Kometa
Stage 2 | Teramo - San Salvo,07/05,(202k),119,MÄRKL Niklas,",,",Team DSM
Stage 2 | Teramo - San Salvo,07/05,(202k),120,GAVIRIA Fernando,3:26,Movistar Team
Stage 2 | Teramo - San Salvo,07/05,(202k),121,QUARTERMAN Charlie,",,",Team Corratec - Selle Italia
Stage 2 | Teramo - San Salvo,07/05,(202k),122,HVIDEBERG Jonas Iversby,3:27,Team DSM
Stage 2 | Teramo - San Salvo,07/05,(202k),123,LAPEIRA Paul,",,",AG2R Citroën Team
Stage 2 | Teramo - San Salvo,07/05,(202k),124,BALLERINI Davide,3:29,Soudal - Quick Step
Stage 2 | Teramo - San Salvo,07/05,(202k),125,CHEREL Mikaël,",,",AG2R Citroën Team
Stage 2 | Teramo - San Salvo,07/05,(202k),126,BERWICK Sebastian,3:31,Israel - Premier Tech
Stage 2 | Teramo - San Salvo,07/05,(202k),127,LEYSEN Senne,3:33,Alpecin-Deceuninck
Stage 2 | Teramo - San Salvo,07/05,(202k),128,MOLARD Rudy,3:34,Groupama - FDJ
Stage 2 | Teramo - San Salvo,07/05,(202k),129,VAN DEN BERG Lars,3:35,Groupama - FDJ
Stage 2 | Teramo - San Salvo,07/05,(202k),130,WILLIAMS Stephen,",,",Israel - Premier Tech
Stage 2 | Teramo - San Salvo,07/05,(202k),131,CLARKE Simon,3:36,Israel - Premier Tech
Stage 2 | Teramo - San Salvo,07/05,(202k),132,TOUMIRE Hugo,3:37,Cofidis
Stage 2 | Teramo - San Salvo,07/05,(202k),133,CIMOLAI Davide,",,",Cofidis
Stage 2 | Teramo - San Salvo,07/05,(202k),134,TONELLI Alessandro,3:40,Green Project-Bardiani CSF-Faizanè
Stage 2 | Teramo - San Salvo,07/05,(202k),135,ROTA Lorenzo,3:41,Intermarché - Circus - Wanty
Stage 2 | Teramo - San Salvo,07/05,(202k),136,GAVAZZI Francesco,3:42,EOLO-Kometa
Stage 2 | Teramo - San Salvo,07/05,(202k),137,HUYS Laurens,3:44,Intermarché - Circus - Wanty
Stage 2 | Teramo - San Salvo,07/05,(202k),138,DEKKER David,",,",Team Arkéa Samsic
Stage 2 | Teramo - San Salvo,07/05,(202k),139,FORTUNATO Lorenzo,3:45,EOLO-Kometa
Stage 2 | Teramo - San Salvo,07/05,(202k),140,ZAMBANINI Edoardo,3:47,Bahrain - Victorious
Stage 2 | Teramo - San Salvo,07/05,(202k),141,ROCHAS Rémy,3:48,Cofidis
Stage 2 | Teramo - San Salvo,07/05,(202k),142,BENEDETTI Cesare,",,",BORA - hansgrohe
Stage 2 | Teramo - San Salvo,07/05,(202k),143,BONIFAZIO Niccolò,3:49,Intermarché - Circus - Wanty
Stage 2 | Teramo - San Salvo,07/05,(202k),144,DOMBROWSKI Joe,",,",Astana Qazaqstan Team
Stage 2 | Teramo - San Salvo,07/05,(202k),145,BOUET Maxime,3:50,Team Arkéa Samsic
Stage 2 | Teramo - San Salvo,07/05,(202k),146,COVILI Luca,3:52,Green Project-Bardiani CSF-Faizanè
Stage 2 | Teramo - San Salvo,07/05,(202k),147,ČERNÝ Josef,3:54,Soudal - Quick Step
Stage 2 | Teramo - San Salvo,07/05,(202k),148,DAINESE Alberto,3:55,Team DSM
Stage 2 | Teramo - San Salvo,07/05,(202k),149,RIES Michel,3:59,Team Arkéa Samsic
Stage 2 | Teramo - San Salvo,07/05,(202k),150,OOMEN Sam,",,",Jumbo-Visma
Stage 2 | Teramo - San Salvo,07/05,(202k),151,KONYCHEV Alexander,4:02,Team Corratec - Selle Italia
Stage 2 | Teramo - San Salvo,07/05,(202k),152,PARET-PEINTRE Valentin,4:03,AG2R Citroën Team
Stage 2 | Teramo - San Salvo,07/05,(202k),153,ROJAS José Joaquín,4:07,Movistar Team
Stage 2 | Teramo - San Salvo,07/05,(202k),154,KRIEGER Alexander,4:09,Alpecin-Deceuninck
Stage 2 | Teramo - San Salvo,07/05,(202k),155,MAGLI Filippo,4:12,Green Project-Bardiani CSF-Faizanè
Stage 2 | Teramo - San Salvo,07/05,(202k),156,CHAMPION Thomas,4:15,Cofidis
Stage 2 | Teramo - San Salvo,07/05,(202k),157,DENNIS Rohan,4:16,Jumbo-Visma
Stage 2 | Teramo - San Salvo,07/05,(202k),158,BIDARD François,4:21,Cofidis
Stage 2 | Teramo - San Salvo,07/05,(202k),159,SEVILLA Diego Pablo,4:26,EOLO-Kometa
Stage 2 | Teramo - San Salvo,07/05,(202k),160,VACEK Karel,4:28,Team Corratec - Selle Italia
Stage 2 | Teramo - San Salvo,07/05,(202k),161,SCOTSON Callum,4:32,Team Jayco AlUla
Stage 2 | Teramo - San Salvo,07/05,(202k),162,DALLA VALLE Nicolas,4:33,Team Corratec - Selle Italia
Stage 2 | Teramo - San Salvo,07/05,(202k),163,MULUBRHAN Henok,4:39,Green Project-Bardiani CSF-Faizanè
Stage 2 | Teramo - San Salvo,07/05,(202k),164,SERRY Pieter,4:40,Soudal - Quick Step
Stage 2 | Teramo - San Salvo,07/05,(202k),165,VERGAERDE Otto,4:57,Trek - Segafredo
Stage 2 | Teramo - San Salvo,07/05,(202k),166,TESFATSION Natnael,4:59,Trek - Segafredo
Stage 2 | Teramo - San Salvo,07/05,(202k),167,IACCHI Alessandro,5:00,Team Corratec - Selle Italia
Stage 2 | Teramo - San Salvo,07/05,(202k),168,RIESEBEEK Oscar,5:04,Alpecin-Deceuninck
Stage 2 | Teramo - San Salvo,07/05,(202k),169,HIRT Jan,5:13,Soudal - Quick Step
Stage 2 | Teramo - San Salvo,07/05,(202k),170,GHEBREIGZABHIER Amanuel,5:22,Trek - Segafredo
Stage 2 | Teramo - San Salvo,07/05,(202k),171,GLOAG Thomas,5:32,Jumbo-Visma
Stage 2 | Teramo - San Salvo,07/05,(202k),172,STOJNIĆ Veljko,6:00,Team Corratec - Selle Italia
Stage 2 | Teramo - San Salvo,07/05,(202k),173,GANDIN Stefano,6:20,Team Corratec - Selle Italia
Stage 2 | Teramo - San Salvo,07/05,(202k),174,HOOLE Daan,7:52,Trek - Segafredo
Stage 2 | Teramo - San Salvo,07/05,(202k),175,TUSVELD Martijn,8:23,Team DSM
Stage 2 | Teramo - San Salvo,07/05,(202k),176,KANTER Max,8:28,Movistar Team
Stage 3 | Vasto - Melfi,08/05,(213k),1,EVENEPOEL Remco,10:18:07,Soudal - Quick Step
Stage 3 | Vasto - Melfi,08/05,(213k),2,ALMEIDA João,0:32,UAE Team Emirates
Stage 3 | Vasto - Melfi,08/05,(213k),3,ROGLIČ Primož,0:44,Jumbo-Visma
Stage 3 | Vasto - Melfi,08/05,(213k),4,KÜNG Stefan,0:46,Groupama - FDJ
Stage 3 | Vasto - Melfi,08/05,(213k),5,THOMAS Geraint,0:58,INEOS Grenadiers
Stage 3 | Vasto - Melfi,08/05,(213k),6,VLASOV Aleksandr,",,",BORA - hansgrohe
Stage 3 | Vasto - Melfi,08/05,(213k),7,GEOGHEGAN HART Tao,1:02,INEOS Grenadiers
Stage 3 | Vasto - Melfi,08/05,(213k),8,MATTHEWS Michael,",,",Team Jayco AlUla
Stage 3 | Vasto - Melfi,08/05,(213k),9,VINE Jay,1:08,UAE Team Emirates
Stage 3 | Vasto - Melfi,08/05,(213k),10,PEDERSEN Mads,1:18,Trek - Segafredo
Stage 3 | Vasto - Melfi,08/05,(213k),11,ARMIRAIL Bruno,1:19,Groupama - FDJ
Stage 3 | Vasto - Melfi,08/05,(213k),12,CATTANEO Mattia,1:26,Soudal - Quick Step
Stage 3 | Vasto - Melfi,08/05,(213k),13,KÄMNA Lennard,",,",BORA - hansgrohe
Stage 3 | Vasto - Melfi,08/05,(213k),14,DENZ Nico,",,",BORA - hansgrohe
Stage 3 | Vasto - Melfi,08/05,(213k),15,CARUSO Damiano,1:31,Bahrain - Victorious
Stage 3 | Vasto - Melfi,08/05,(213k),16,BARTA Will,1:33,Movistar Team
Stage 3 | Vasto - Melfi,08/05,(213k),17,VAN WILDER Ilan,1:34,Soudal - Quick Step
Stage 3 | Vasto - Melfi,08/05,(213k),18,LEKNESSUND Andreas,1:40,Team DSM
Stage 3 | Vasto - Melfi,08/05,(213k),19,DUNBAR Eddie,1:47,Team Jayco AlUla
Stage 3 | Vasto - Melfi,08/05,(213k),20,MOLLEMA Bauke,1:49,Trek - Segafredo
Stage 3 | Vasto - Melfi,08/05,(213k),21,BYSTRØM Sven Erik,1:54,Intermarché - Circus - Wanty
Stage 3 | Vasto - Melfi,08/05,(213k),22,SIVAKOV Pavel,1:55,INEOS Grenadiers
Stage 3 | Vasto - Melfi,08/05,(213k),23,ULISSI Diego,1:56,UAE Team Emirates
Stage 3 | Vasto - Melfi,08/05,(213k),24,URÁN Rigoberto,1:57,EF Education-EasyPost
Stage 3 | Vasto - Melfi,08/05,(213k),25,HAIG Jack,1:58,Bahrain - Victorious
Stage 3 | Vasto - Melfi,08/05,(213k),26,OLDANI Stefano,1:59,Alpecin-Deceuninck
Stage 3 | Vasto - Melfi,08/05,(213k),27,KONRAD Patrick,",,",BORA - hansgrohe
Stage 3 | Vasto - Melfi,08/05,(213k),28,HESSMANN Michel,",,",Jumbo-Visma
Stage 3 | Vasto - Melfi,08/05,(213k),29,DE PLUS Laurens,2:04,INEOS Grenadiers
Stage 3 | Vasto - Melfi,08/05,(213k),30,PINOT Thibaut,2:05,Groupama - FDJ
Stage 3 | Vasto - Melfi,08/05,(213k),31,ARENSMAN Thymen,",,",INEOS Grenadiers
Stage 3 | Vasto - Melfi,08/05,(213k),32,HEALY Ben,2:07,EF Education-EasyPost
Stage 3 | Vasto - Melfi,08/05,(213k),33,SKUJIŅŠ Toms,2:10,Trek - Segafredo
Stage 3 | Vasto - Melfi,08/05,(213k),34,PARET-PEINTRE Aurélien,2:13,AG2R Citroën Team
Stage 3 | Vasto - Melfi,08/05,(213k),35,FRIGO Marco,2:15,Israel - Premier Tech
Stage 3 | Vasto - Melfi,08/05,(213k),36,ALBANESE Vincenzo,2:17,EOLO-Kometa
Stage 3 | Vasto - Melfi,08/05,(213k),37,CARTHY Hugh,2:18,EF Education-EasyPost
Stage 3 | Vasto - Melfi,08/05,(213k),38,BUITRAGO Santiago,2:24,Bahrain - Victorious
Stage 3 | Vasto - Melfi,08/05,(213k),39,FORMOLO Davide,2:29,UAE Team Emirates
Stage 3 | Vasto - Melfi,08/05,(213k),40,VANHOUCKE Harm,2:30,Team DSM
Stage 3 | Vasto - Melfi,08/05,(213k),41,POZZOVIVO Domenico,2:33,Israel - Premier Tech
Stage 3 | Vasto - Melfi,08/05,(213k),42,CEPEDA Jefferson Alexander,2:36,EF Education-EasyPost
Stage 3 | Vasto - Melfi,08/05,(213k),43,VERRE Alessandro,2:39,Team Arkéa Samsic
Stage 3 | Vasto - Melfi,08/05,(213k),44,BOUWMAN Koen,2:47,Jumbo-Visma
Stage 3 | Vasto - Melfi,08/05,(213k),45,CONCI Nicola,",,",Alpecin-Deceuninck
Stage 3 | Vasto - Melfi,08/05,(213k),46,GEE Derek,2:48,Israel - Premier Tech
Stage 3 | Vasto - Melfi,08/05,(213k),47,VENDRAME Andrea,2:49,AG2R Citroën Team
Stage 3 | Vasto - Melfi,08/05,(213k),48,VELASCO Simone,",,",Astana Qazaqstan Team
Stage 3 | Vasto - Melfi,08/05,(213k),49,BATTISTELLA Samuele,2:56,Astana Qazaqstan Team
Stage 3 | Vasto - Melfi,08/05,(213k),50,RUBIO Einer Augusto,3:07,Movistar Team
Stage 3 | Vasto - Melfi,08/05,(213k),51,GROVES Kaden,3:10,Alpecin-Deceuninck
Stage 3 | Vasto - Melfi,08/05,(213k),52,VERVAEKE Louis,3:12,Soudal - Quick Step
Stage 3 | Vasto - Melfi,08/05,(213k),53,RICCITELLO Matthew,3:19,Israel - Premier Tech
Stage 3 | Vasto - Melfi,08/05,(213k),54,VAN DEN BERG Lars,3:38,Groupama - FDJ
Stage 3 | Vasto - Melfi,08/05,(213k),55,GIBBONS Ryan,3:44,UAE Team Emirates
Stage 3 | Vasto - Melfi,08/05,(213k),56,HUYS Laurens,3:47,Intermarché - Circus - Wanty
Stage 3 | Vasto - Melfi,08/05,(213k),57,FORTUNATO Lorenzo,3:48,EOLO-Kometa
Stage 3 | Vasto - Melfi,08/05,(213k),58,COVILI Luca,3:55,Green Project-Bardiani CSF-Faizanè
Stage 3 | Vasto - Melfi,08/05,(213k),59,ZANA Filippo,",,",Team Jayco AlUla
Stage 3 | Vasto - Melfi,08/05,(213k),60,RUSSO Clément,4:38,Team Arkéa Samsic
Stage 3 | Vasto - Melfi,08/05,(213k),61,MAESTRI Mirco,4:48,EOLO-Kometa
Stage 3 | Vasto - Melfi,08/05,(213k),62,SCARONI Christian,4:50,Astana Qazaqstan Team
Stage 3 | Vasto - Melfi,08/05,(213k),63,WILLIAMS Stephen,4:51,Israel - Premier Tech
Stage 3 | Vasto - Melfi,08/05,(213k),64,SCOTSON Callum,4:53,Team Jayco AlUla
Stage 3 | Vasto - Melfi,08/05,(213k),65,PRODHOMME Nicolas,5:02,AG2R Citroën Team
Stage 3 | Vasto - Melfi,08/05,(213k),66,RIESEBEEK Oscar,5:07,Alpecin-Deceuninck
Stage 3 | Vasto - Melfi,08/05,(213k),67,KUSS Sepp,5:08,Jumbo-Visma
Stage 3 | Vasto - Melfi,08/05,(213k),68,SÁNCHEZ Luis León,5:11,Astana Qazaqstan Team
Stage 3 | Vasto - Melfi,08/05,(213k),69,STORK Florian,5:12,Team DSM
Stage 3 | Vasto - Melfi,08/05,(213k),70,BARGUIL Warren,5:14,Team Arkéa Samsic
Stage 3 | Vasto - Melfi,08/05,(213k),71,LASTRA Jonathan,5:15,Cofidis
Stage 3 | Vasto - Melfi,08/05,(213k),72,PETILLI Simone,5:28,Intermarché - Circus - Wanty
Stage 3 | Vasto - Melfi,08/05,(213k),73,PRONSKIY Vadim,5:29,Astana Qazaqstan Team
Stage 3 | Vasto - Melfi,08/05,(213k),74,HIRT Jan,5:36,Soudal - Quick Step
Stage 3 | Vasto - Melfi,08/05,(213k),75,MCNULTY Brandon,5:43,UAE Team Emirates
Stage 3 | Vasto - Melfi,08/05,(213k),76,PALZER Anton,",,",BORA - hansgrohe
Stage 3 | Vasto - Melfi,08/05,(213k),77,BAIS Davide,5:47,EOLO-Kometa
Stage 3 | Vasto - Melfi,08/05,(213k),78,GHEBREIGZABHIER Amanuel,",,",Trek - Segafredo
Stage 3 | Vasto - Melfi,08/05,(213k),79,REX Laurenz,5:52,Intermarché - Circus - Wanty
Stage 3 | Vasto - Melfi,08/05,(213k),80,ROCHAS Rémy,5:54,Cofidis
Stage 3 | Vasto - Melfi,08/05,(213k),81,PARET-PEINTRE Valentin,5:58,AG2R Citroën Team
Stage 3 | Vasto - Melfi,08/05,(213k),82,MARCELLUSI Martin,5:59,Green Project-Bardiani CSF-Faizanè
Stage 3 | Vasto - Melfi,08/05,(213k),83,RIES Michel,6:05,Team Arkéa Samsic
Stage 3 | Vasto - Melfi,08/05,(213k),84,TONELLI Alessandro,6:20,Green Project-Bardiani CSF-Faizanè
Stage 3 | Vasto - Melfi,08/05,(213k),85,GAVAZZI Francesco,6:22,EOLO-Kometa
Stage 3 | Vasto - Melfi,08/05,(213k),86,DAINESE Alberto,6:35,Team DSM
Stage 3 | Vasto - Melfi,08/05,(213k),87,GUERNALEC Thibault,6:39,Team Arkéa Samsic
Stage 3 | Vasto - Melfi,08/05,(213k),88,OOMEN Sam,",,",Jumbo-Visma
Stage 3 | Vasto - Melfi,08/05,(213k),89,CORT Magnus,7:01,EF Education-EasyPost
Stage 3 | Vasto - Melfi,08/05,(213k),90,TAARAMÄE Rein,7:49,Intermarché - Circus - Wanty
Stage 3 | Vasto - Melfi,08/05,(213k),91,BERWICK Sebastian,8:14,Israel - Premier Tech
Stage 3 | Vasto - Melfi,08/05,(213k),92,ALEOTTI Giovanni,8:22,BORA - hansgrohe
Stage 3 | Vasto - Melfi,08/05,(213k),93,PASQUALON Andrea,8:37,Bahrain - Victorious
Stage 3 | Vasto - Melfi,08/05,(213k),94,BETTIOL Alberto,8:51,EF Education-EasyPost
Stage 3 | Vasto - Melfi,08/05,(213k),95,GABBURO Davide,9:00,Green Project-Bardiani CSF-Faizanè
Stage 3 | Vasto - Melfi,08/05,(213k),96,DE MARCHI Alessandro,",,",Team Jayco AlUla
Stage 3 | Vasto - Melfi,08/05,(213k),97,ZAMBANINI Edoardo,9:37,Bahrain - Victorious
Stage 3 | Vasto - Melfi,08/05,(213k),98,ACKERMANN Pascal,9:59,UAE Team Emirates
Stage 3 | Vasto - Melfi,08/05,(213k),99,MAYRHOFER Marius,10:16,Team DSM
Stage 3 | Vasto - Melfi,08/05,(213k),100,WÜRTZ SCHMIDT Mads,10:37,Israel - Premier Tech
Stage 3 | Vasto - Melfi,08/05,(213k),101,CAICEDO Jonathan Klever,10:40,EF Education-EasyPost
Stage 3 | Vasto - Melfi,08/05,(213k),102,ROTA Lorenzo,10:41,Intermarché - Circus - Wanty
Stage 3 | Vasto - Melfi,08/05,(213k),103,PÖSTLBERGER Lukas,10:46,Team Jayco AlUla
Stage 3 | Vasto - Melfi,08/05,(213k),104,STEWART Jake,10:54,Groupama - FDJ
Stage 3 | Vasto - Melfi,08/05,(213k),105,JUNGELS Bob,11:10,BORA - hansgrohe
Stage 3 | Vasto - Melfi,08/05,(213k),106,KONOVALOVAS Ignatas,11:18,Groupama - FDJ
Stage 3 | Vasto - Melfi,08/05,(213k),107,WARBASSE Larry,11:40,AG2R Citroën Team
Stage 3 | Vasto - Melfi,08/05,(213k),108,KIRSCH Alex,12:00,Trek - Segafredo
Stage 3 | Vasto - Melfi,08/05,(213k),109,CONTI Valerio,",,",Team Corratec - Selle Italia
Stage 3 | Vasto - Melfi,08/05,(213k),110,COVI Alessandro,12:03,UAE Team Emirates
Stage 3 | Vasto - Melfi,08/05,(213k),111,CHAMPION Thomas,12:15,Cofidis
Stage 3 | Vasto - Melfi,08/05,(213k),112,RODRÍGUEZ Óscar,12:20,Movistar Team
Stage 3 | Vasto - Melfi,08/05,(213k),113,BAIS Mattia,12:33,EOLO-Kometa
Stage 3 | Vasto - Melfi,08/05,(213k),114,MOLARD Rudy,12:44,Groupama - FDJ
Stage 3 | Vasto - Melfi,08/05,(213k),115,DOMBROWSKI Joe,12:59,Astana Qazaqstan Team
Stage 3 | Vasto - Melfi,08/05,(213k),116,BOUET Maxime,13:00,Team Arkéa Samsic
Stage 3 | Vasto - Melfi,08/05,(213k),117,DENNIS Rohan,13:26,Jumbo-Visma
Stage 3 | Vasto - Melfi,08/05,(213k),118,BIDARD François,13:31,Cofidis
Stage 3 | Vasto - Melfi,08/05,(213k),119,MULUBRHAN Henok,13:49,Green Project-Bardiani CSF-Faizanè
Stage 3 | Vasto - Melfi,08/05,(213k),120,SERRY Pieter,13:50,Soudal - Quick Step
Stage 3 | Vasto - Melfi,08/05,(213k),121,GANNA Filippo,15:36,INEOS Grenadiers
Stage 3 | Vasto - Melfi,08/05,(213k),122,MILAN Jonathan,16:31,Bahrain - Victorious
Stage 3 | Vasto - Melfi,08/05,(213k),123,HEPBURN Michael,16:35,Team Jayco AlUla
Stage 3 | Vasto - Melfi,08/05,(213k),124,AFFINI Edoardo,16:40,Jumbo-Visma
Stage 3 | Vasto - Melfi,08/05,(213k),125,DE BOD Stefan,17:02,EF Education-EasyPost
Stage 3 | Vasto - Melfi,08/05,(213k),126,SÜTTERLIN Jasha,17:24,Bahrain - Victorious
